TransactionID,CustomerID,Date,Product,Quantity,Price,Category
T00031,C1004,2025-06-03,Sugar,1,45,Grocery
T00031,C1004,2025-06-03,Milk,3,25,Dairy
T00031,C1004,2025-06-03,Coffee,2,180,Beverages
T00031,C1004,2025-06-03,Cheese,1,90,Dairy
T00032,C1004,2025-08-09,Cooking Oil,1,140,Grocery
T00032,C1004,2025-08-09,Rice,1,70,Grocery
T00032,C1004,2025-08-09,Dal,3,90,Grocery
T00032,C1004,2025-08-09,Chocolate,2,50,Snacks
T00032,C1004,2025-08-09,Eggs,1,60,Poultry & Protein
T00033,C1004,2025-06-12,Bread,3,30,Bakery
T00033,C1004,2025-06-12,Butter,2,55,Dairy
T00033,C1004,2025-06-12,Eggs,2,60,Poultry & Protein
T00034,C1028,2025-06-29,Butter,2,55,Dairy
T00034,C1028,2025-06-29,Milk,1,25,Dairy
T00034,C1028,2025-06-29,Bread,1,30,Bakery
T00034,C1028,2025-06-29,Sugar,1,45,Grocery
T00035,C1028,2025-12-21,Bread,1,30,Bakery
T00035,C1028,2025-12-21,Butter,2,55,Dairy
T00035,C1028,2025-12-21,Milk,2,25,Dairy
T00036,C1028,2025-11-06,Coffee,1,180,Beverages
T00036,C1028,2025-11-06,Sugar,3,45,Grocery
T00036,C1028,2025-11-06,Biscuits,1,25,Snacks
T00037,C1028,2025-12-23,Tea,2,120,Beverages
T00037,C1028,2025-12-23,Biscuits,1,25,Snacks
T00037,C1028,2025-12-23,Sugar,1,45,Grocery
T00038,C1028,2025-12-27,Chocolate,3,50,Snacks
T00038,C1028,2025-12-27,Chips,1,20,Snacks
T00038,C1028,2025-12-27,Juice,2,40,Beverages
T00039,C1028,2025-08-11,Bread,1,30,Bakery
T00039,C1028,2025-08-11,Butter,1,55,Dairy
T00039,C1028,2025-08-11,Milk,1,25,Dairy
T00040,C1028,2025-10-27,Rice,3,70,Grocery
T00040,C1028,2025-10-27,Cooking Oil,1,140,Grocery
T00040,C1028,2025-10-27,Tea,2,120,Beverages
T00041,C1039,2025-09-07,Butter,2,55,Dairy
T00041,C1039,2025-09-07,Bread,2,30,Bakery
T00041,C1039,2025-09-07,Juice,3,40,Beverages
T00042,C1039,2025-12-07,Sugar,3,45,Grocery
T00042,C1039,2025-12-07,Tea,1,120,Beverages
T00042,C1039,2025-12-07,Biscuits,2,25,Snacks
T00042,C1039,2025-12-07,Cheese,1,90,Dairy
T00042,C1039,2025-12-07,Coffee,3,180,Beverages
T00043,C1039,2025-09-13,Butter,2,55,Dairy
T00043,C1039,2025-09-13,Eggs,3,60,Poultry & Protein
T00043,C1039,2025-09-13,Bread,2,30,Bakery
T00044,C1039,2025-11-21,Biscuits,2,25,Snacks
T00044,C1039,2025-11-21,Coffee,2,180,Beverages
T00044,C1039,2025-11-21,Sugar,2,45,Grocery
T00044,C1039,2025-11-21,Cake,3,120,Bakery
T00045,C1039,2025-09-28,Juice,3,40,Beverages
T00045,C1039,2025-09-28,Chips,1,20,Snacks
T00045,C1039,2025-09-28,Chocolate,1,50,Snacks
T00046,C1039,2025-10-10,Bread,1,30,Bakery
T00046,C1039,2025-10-10,Juice,1,40,Beverages
T00046,C1039,2025-10-10,Butter,1,55,Dairy
T00047,C1039,2025-08-02,Chocolate,2,50,Snacks
T00047,C1039,2025-08-02,Juice,2,40,Beverages
T00047,C1039,2025-08-02,Cake,1,120,Bakery
T00048,C1010,2025-06-02,Milk,2,25,Dairy
T00048,C1010,2025-06-02,Butter,1,55,Dairy
T00048,C1010,2025-06-02,Bread,1,30,Bakery
T00049,C1010,2025-09-25,Sugar,2,45,Grocery
T00049,C1010,2025-09-25,Biscuits,2,25,Snacks
T00049,C1010,2025-09-25,Coffee,1,180,Beverages
T00049,C1010,2025-09-25,Salt,3,20,Grocery
T00050,C1010,2025-09-30,Chips,1,20,Snacks
T00050,C1010,2025-09-30,Chocolate,2,50,Snacks
T00050,C1010,2025-09-30,Juice,1,40,Beverages
T00051,C1010,2025-08-13,Sugar,1,45,Grocery
T00051,C1010,2025-08-13,Biscuits,1,25,Snacks
T00051,C1010,2025-08-13,Tea,2,120,Beverages
T00052,C1010,2025-11-25,Coffee,2,180,Beverages
T00052,C1010,2025-11-25,Biscuits,2,25,Snacks
T00052,C1010,2025-11-25,Sugar,1,45,Grocery
T00053,C1010,2025-07-23,Toothpaste,1,60,Personal Care
T00053,C1010,2025-07-23,Shampoo,1,130,Personal Care
T00053,C1010,2025-07-23,Soap,2,35,Personal Care
T00053,C1010,2025-07-23,Milk,2,25,Dairy
T00054,C1010,2025-12-09,Coffee,1,180,Beverages
T00054,C1010,2025-12-09,Milk,2,25,Dairy
T00054,C1010,2025-12-09,Sugar,1,45,Grocery
T00054,C1010,2025-12-09,Chocolate,3,50,Snacks
T00055,C1010,2025-11-21,Soap,2,35,Personal Care
T00055,C1010,2025-11-21,Shampoo,3,130,Personal Care
T00055,C1010,2025-11-21,Toothpaste,1,60,Personal Care
T00056,C1010,2025-06-22,Soap,1,35,Personal Care
T00056,C1010,2025-06-22,Shampoo,1,130,Personal Care
T00056,C1010,2025-06-22,Toothpaste,2,60,Personal Care
T00056,C1010,2025-06-22,Juice,1,40,Beverages
T00057,C1010,2025-12-12,Soap,3,35,Personal Care
T00057,C1010,2025-12-12,Toothpaste,2,60,Personal Care
T00057,C1010,2025-12-12,Shampoo,1,130,Personal Care
T00057,C1010,2025-12-12,Milk,1,25,Dairy
T00058,C1010,2025-07-28,Milk,1,25,Dairy
T00058,C1010,2025-07-28,Butter,2,55,Dairy
T00059,C1010,2025-09-30,Bread,2,30,Bakery
T00059,C1010,2025-09-30,Butter,2,55,Dairy
T00059,C1010,2025-09-30,Milk,3,25,Dairy
T00060,C1010,2025-06-30,Coffee,3,180,Beverages
T00060,C1010,2025-06-30,Sugar,1,45,Grocery
T00060,C1010,2025-06-30,Biscuits,1,25,Snacks
T00060,C1010,2025-06-30,Juice,2,40,Beverages
T00061,C1010,2025-11-24,Biscuits,1,25,Snacks
T00061,C1010,2025-11-24,Sugar,1,45,Grocery
T00061,C1010,2025-11-24,Cheese,2,90,Dairy
T00061,C1010,2025-11-24,Shampoo,2,130,Personal Care
T00062,C1010,2025-11-17,Butter,2,55,Dairy
T00062,C1010,2025-11-17,Eggs,2,60,Poultry & Protein
T00063,C1007,2025-11-10,Chocolate,2,50,Snacks
T00063,C1007,2025-11-10,Chips,2,20,Snacks
T00063,C1007,2025-11-10,Juice,3,40,Beverages
T00063,C1007,2025-11-10,Sugar,2,45,Grocery
T00064,C1007,2025-08-08,Bread,2,30,Bakery
T00064,C1007,2025-08-08,Eggs,2,60,Poultry & Protein
T00064,C1007,2025-08-08,Butter,2,55,Dairy
T00065,C1007,2025-09-06,Eggs,2,60,Poultry & Protein
T00065,C1007,2025-09-06,Butter,1,55,Dairy
T00066,C1007,2025-08-30,Cooking Oil,1,140,Grocery
T00066,C1007,2025-08-30,Salt,1,20,Grocery
T00066,C1007,2025-08-30,Dal,1,90,Grocery
T00066,C1007,2025-08-30,Milk,3,25,Dairy
T00067,C1007,2025-09-13,Juice,1,40,Beverages
T00067,C1007,2025-09-13,Chocolate,1,50,Snacks
T00067,C1007,2025-09-13,Chips,1,20,Snacks
T00067,C1007,2025-09-13,Milk,2,25,Dairy
T00068,C1007,2025-08-02,Salt,1,20,Grocery
T00068,C1007,2025-08-02,Cooking Oil,1,140,Grocery
T00068,C1007,2025-08-02,Dal,3,90,Grocery
T00068,C1007,2025-08-02,Sugar,2,45,Grocery
T00069,C1007,2025-08-09,Dal,3,90,Grocery
T00069,C1007,2025-08-09,Rice,2,70,Grocery
T00069,C1007,2025-08-09,Cooking Oil,3,140,Grocery
T00069,C1007,2025-08-09,Cheese,1,90,Dairy
T00070,C1007,2025-07-20,Sugar,1,45,Grocery
T00070,C1007,2025-07-20,Biscuits,1,25,Snacks
T00070,C1007,2025-07-20,Tea,1,120,Beverages
T00071,C1012,2025-11-29,Coffee,3,180,Beverages
T00071,C1012,2025-11-29,Milk,2,25,Dairy
T00071,C1012,2025-11-29,Sugar,1,45,Grocery
T00071,C1012,2025-11-29,Bread,1,30,Bakery
T00071,C1012,2025-11-29,Paneer,2,110,Poultry & Protein
T00072,C1012,2025-09-29,Chocolate,1,50,Snacks
T00072,C1012,2025-09-29,Chips,1,20,Snacks
T00072,C1012,2025-09-29,Juice,2,40,Beverages
T00073,C1012,2025-10-04,Milk,1,25,Dairy
T00073,C1012,2025-10-04,Butter,1,55,Dairy
T00073,C1012,2025-10-04,Curd,2,30,Dairy
T00073,C1012,2025-10-04,Paneer,2,110,Poultry & Protein
T00074,C1012,2025-10-31,Juice,2,40,Beverages
T00074,C1012,2025-10-31,Butter,2,55,Dairy
T00074,C1012,2025-10-31,Bread,1,30,Bakery
T00074,C1012,2025-10-31,Paneer,2,110,Poultry & Protein
T00075,C1012,2025-11-06,Bread,1,30,Bakery
T00075,C1012,2025-11-06,Butter,3,55,Dairy
T00076,C1012,2025-06-21,Coffee,2,180,Beverages
T00076,C1012,2025-06-21,Sugar,2,45,Grocery
T00076,C1012,2025-06-21,Biscuits,3,25,Snacks
T00077,C1039,2025-06-09,Biscuits,3,25,Snacks
T00077,C1039,2025-06-09,Sugar,1,45,Grocery
T00077,C1039,2025-06-09,Tea,1,120,Beverages
T00078,C1039,2025-12-19,Butter,1,55,Dairy
T00078,C1039,2025-12-19,Bread,1,30,Bakery
T00078,C1039,2025-12-19,Juice,1,40,Beverages
T00079,C1039,2025-07-13,Salt,1,20,Grocery
T00079,C1039,2025-07-13,Rice,2,70,Grocery
T00079,C1039,2025-07-13,Dal,2,90,Grocery
T00079,C1039,2025-07-13,Juice,2,40,Beverages
T00080,C1039,2025-06-21,Butter,1,55,Dairy
T00080,C1039,2025-06-21,Juice,1,40,Beverages
T00080,C1039,2025-06-21,Eggs,3,60,Poultry & Protein
T00080,C1039,2025-06-21,Milk,2,25,Dairy
T00081,C1039,2025-10-29,Milk,1,25,Dairy
T00081,C1039,2025-10-29,Eggs,1,60,Poultry & Protein
T00081,C1039,2025-10-29,Bread,2,30,Bakery
T00081,C1039,2025-10-29,Chips,2,20,Snacks
T00081,C1039,2025-10-29,Toothpaste,3,60,Personal Care
T00082,C1032,2025-08-29,Soap,3,35,Personal Care
T00082,C1032,2025-08-29,Shampoo,2,130,Personal Care
T00082,C1032,2025-08-29,Toothpaste,1,60,Personal Care
T00082,C1032,2025-08-29,Biscuits,3,25,Snacks
T00083,C1032,2025-09-11,Coffee,1,180,Beverages
T00083,C1032,2025-09-11,Milk,1,25,Dairy
T00083,C1032,2025-09-11,Eggs,2,60,Poultry & Protein
T00084,C1032,2025-12-29,Eggs,2,60,Poultry & Protein
T00084,C1032,2025-12-29,Milk,1,25,Dairy
T00084,C1032,2025-12-29,Butter,1,55,Dairy
T00084,C1032,2025-12-29,Bread,1,30,Bakery
T00084,C1032,2025-12-29,Chocolate,2,50,Snacks
T00084,C1032,2025-12-29,Toothpaste,1,60,Personal Care
T00085,C1032,2025-08-13,Chips,1,20,Snacks
T00085,C1032,2025-08-13,Juice,2,40,Beverages
T00085,C1032,2025-08-13,Chocolate,1,50,Snacks
T00086,C1032,2025-10-20,Shampoo,3,130,Personal Care
T00086,C1032,2025-10-20,Toothpaste,1,60,Personal Care
T00086,C1032,2025-10-20,Cheese,2,90,Dairy
T00087,C1019,2025-08-09,Soap,1,35,Personal Care
T00087,C1019,2025-08-09,Shampoo,2,130,Personal Care
T00087,C1019,2025-08-09,Toothpaste,2,60,Personal Care
T00087,C1019,2025-08-09,Bread,3,30,Bakery
T00087,C1019,2025-08-09,Juice,1,40,Beverages
T00088,C1019,2025-06-18,Cooking Oil,2,140,Grocery
T00088,C1019,2025-06-18,Salt,2,20,Grocery
T00088,C1019,2025-06-18,Dal,3,90,Grocery
T00088,C1019,2025-06-18,Rice,2,70,Grocery
T00088,C1019,2025-06-18,Paneer,1,110,Poultry & Protein
T00089,C1019,2025-09-23,Coffee,1,180,Beverages
T00089,C1019,2025-09-23,Sugar,3,45,Grocery
T00089,C1019,2025-09-23,Milk,1,25,Dairy
T00090,C1019,2025-09-07,Tea,3,120,Beverages
T00090,C1019,2025-09-07,Sugar,3,45,Grocery
T00090,C1019,2025-09-07,Biscuits,1,25,Snacks
T00090,C1019,2025-09-07,Juice,2,40,Beverages
T00091,C1019,2025-06-10,Coffee,3,180,Beverages
T00091,C1019,2025-06-10,Biscuits,1,25,Snacks
T00091,C1019,2025-06-10,Sugar,2,45,Grocery
T00091,C1019,2025-06-10,Milk,3,25,Dairy
T00091,C1019,2025-06-10,Chips,1,20,Snacks
T00092,C1019,2025-06-20,Chocolate,2,50,Snacks
T00092,C1019,2025-06-20,Juice,1,40,Beverages
T00092,C1019,2025-06-20,Chips,3,20,Snacks
T00092,C1019,2025-06-20,Sugar,3,45,Grocery
T00093,C1019,2025-10-17,Bread,3,30,Bakery
T00093,C1019,2025-10-17,Butter,1,55,Dairy
T00093,C1019,2025-10-17,Cookies,2,45,Bakery
T00094,C1019,2025-06-26,Milk,1,25,Dairy
T00094,C1019,2025-06-26,Bread,1,30,Bakery
T00094,C1019,2025-06-26,Butter,1,55,Dairy
T00095,C1019,2025-09-04,Shampoo,1,130,Personal Care
T00095,C1019,2025-09-04,Soap,1,35,Personal Care
T00095,C1019,2025-09-04,Toothpaste,2,60,Personal Care
T00096,C1019,2025-09-06,Butter,1,55,Dairy
T00096,C1019,2025-09-06,Bread,2,30,Bakery
T00096,C1019,2025-09-06,Juice,1,40,Beverages
T00096,C1019,2025-09-06,Toothpaste,3,60,Personal Care
T00097,C1001,2025-11-21,Milk,2,25,Dairy
T00097,C1001,2025-11-21,Coffee,3,180,Beverages
T00097,C1001,2025-11-21,Sugar,1,45,Grocery
T00097,C1001,2025-11-21,Paneer,2,110,Poultry & Protein
T00097,C1001,2025-11-21,Toothpaste,1,60,Personal Care
T00098,C1001,2025-07-21,Shampoo,1,130,Personal Care
T00098,C1001,2025-07-21,Toothpaste,3,60,Personal Care
T00098,C1001,2025-07-21,Soap,1,35,Personal Care
T00098,C1001,2025-07-21,Tea,1,120,Beverages
T00099,C1001,2025-09-10,Rice,1,70,Grocery
T00099,C1001,2025-09-10,Cooking Oil,2,140,Grocery
T00099,C1001,2025-09-10,Paneer,1,110,Poultry & Protein
T00100,C1001,2025-07-27,Biscuits,1,25,Snacks
T00100,C1001,2025-07-27,Tea,2,120,Beverages
T00100,C1001,2025-07-27,Sugar,1,45,Grocery
T00101,C1001,2025-10-27,Bread,1,30,Bakery
T00101,C1001,2025-10-27,Eggs,1,60,Poultry & Protein
T00101,C1001,2025-10-27,Butter,2,55,Dairy
T00101,C1001,2025-10-27,Buns,1,20,Bakery
T00102,C1001,2025-10-07,Cooking Oil,2,140,Grocery
T00102,C1001,2025-10-07,Dal,1,90,Grocery
T00102,C1001,2025-10-07,Salt,1,20,Grocery
T00102,C1001,2025-10-07,Cheese,1,90,Dairy
T00103,C1001,2025-11-21,Shampoo,1,130,Personal Care
T00103,C1001,2025-11-21,Soap,2,35,Personal Care
T00103,C1001,2025-11-21,Toothpaste,1,60,Personal Care
T00103,C1001,2025-11-21,Sugar,3,45,Grocery
T00104,C1001,2025-12-09,Cooking Oil,2,140,Grocery
T00104,C1001,2025-12-09,Rice,2,70,Grocery
T00104,C1001,2025-12-09,Salt,1,20,Grocery
T00104,C1001,2025-12-09,Dal,2,90,Grocery
T00105,C1015,2025-11-10,Juice,1,40,Beverages
T00105,C1015,2025-11-10,Chocolate,1,50,Snacks
T00105,C1015,2025-11-10,Chips,1,20,Snacks
T00106,C1015,2025-06-30,Butter,3,55,Dairy
T00106,C1015,2025-06-30,Milk,3,25,Dairy
T00106,C1015,2025-06-30,Bread,3,30,Bakery
T00106,C1015,2025-06-30,Tea,2,120,Beverages
T00107,C1015,2025-09-16,Butter,1,55,Dairy
T00107,C1015,2025-09-16,Bread,3,30,Bakery
T00107,C1015,2025-09-16,Juice,1,40,Beverages
T00107,C1015,2025-09-16,Biscuits,1,25,Snacks
T00107,C1015,2025-09-16,Eggs,2,60,Poultry & Protein
T00108,C1015,2025-07-31,Butter,1,55,Dairy
T00108,C1015,2025-07-31,Eggs,2,60,Poultry & Protein
T00108,C1015,2025-07-31,Tea,1,120,Beverages
T00108,C1015,2025-07-31,Toothpaste,1,60,Personal Care
T00109,C1015,2025-07-02,Juice,1,40,Beverages
T00109,C1015,2025-07-02,Chips,1,20,Snacks
T00109,C1015,2025-07-02,Milk,1,25,Dairy
T00109,C1015,2025-07-02,Butter,2,55,Dairy
T00110,C1015,2025-06-18,Sugar,2,45,Grocery
T00110,C1015,2025-06-18,Milk,1,25,Dairy
T00110,C1015,2025-06-18,Coffee,1,180,Beverages
T00110,C1015,2025-06-18,Bread,1,30,Bakery
T00111,C1009,2025-12-22,Sugar,1,45,Grocery
T00111,C1009,2025-12-22,Coffee,1,180,Beverages
T00112,C1009,2025-12-20,Tea,1,120,Beverages
T00112,C1009,2025-12-20,Biscuits,3,25,Snacks
T00112,C1009,2025-12-20,Sugar,2,45,Grocery
T00113,C1009,2025-06-30,Bread,1,30,Bakery
T00113,C1009,2025-06-30,Butter,2,55,Dairy
T00113,C1009,2025-06-30,Milk,1,25,Dairy
T00113,C1009,2025-06-30,Salt,3,20,Grocery
T00114,C1009,2025-12-18,Coffee,2,180,Beverages
T00114,C1009,2025-12-18,Milk,3,25,Dairy
T00114,C1009,2025-12-18,Sugar,1,45,Grocery
T00114,C1009,2025-12-18,Juice,2,40,Beverages
T00115,C1009,2025-11-30,Chips,1,20,Snacks
T00115,C1009,2025-11-30,Chocolate,1,50,Snacks
T00115,C1009,2025-11-30,Curd,2,30,Dairy
T00115,C1009,2025-11-30,Bread,3,30,Bakery
T00116,C1009,2025-10-19,Butter,1,55,Dairy
T00116,C1009,2025-10-19,Eggs,3,60,Poultry & Protein
T00116,C1009,2025-10-19,Bread,1,30,Bakery
T00116,C1009,2025-10-19,Biscuits,3,25,Snacks
T00116,C1009,2025-10-19,Soap,3,35,Personal Care
T00117,C1009,2025-12-14,Coffee,2,180,Beverages
T00117,C1009,2025-12-14,Sugar,2,45,Grocery
T00117,C1009,2025-12-14,Milk,2,25,Dairy
T00118,C1009,2025-12-04,Bread,3,30,Bakery
T00118,C1009,2025-12-04,Butter,2,55,Dairy
T00118,C1009,2025-12-04,Milk,1,25,Dairy
T00119,C1009,2025-12-30,Bread,2,30,Bakery
T00119,C1009,2025-12-30,Milk,1,25,Dairy
T00120,C1038,2025-08-24,Bread,1,30,Bakery
T00120,C1038,2025-08-24,Butter,1,55,Dairy
T00120,C1038,2025-08-24,Milk,1,25,Dairy
T00120,C1038,2025-08-24,Soap,2,35,Personal Care
T00121,C1038,2025-10-08,Biscuits,1,25,Snacks
T00121,C1038,2025-10-08,Sugar,2,45,Grocery
T00121,C1038,2025-10-08,Tea,1,120,Beverages
T00122,C1038,2025-06-30,Salt,1,20,Grocery
T00122,C1038,2025-06-30,Cooking Oil,1,140,Grocery
T00122,C1038,2025-06-30,Rice,3,70,Grocery
T00122,C1038,2025-06-30,Eggs,1,60,Poultry & Protein
T00122,C1038,2025-06-30,Milk,1,25,Dairy
T00123,C1038,2025-06-02,Sugar,3,45,Grocery
T00123,C1038,2025-06-02,Biscuits,3,25,Snacks
T00123,C1038,2025-06-02,Coffee,1,180,Beverages
T00124,C1038,2025-06-24,Coffee,1,180,Beverages
T00124,C1038,2025-06-24,Sugar,1,45,Grocery
T00124,C1038,2025-06-24,Milk,3,25,Dairy
T00124,C1038,2025-06-24,Buns,1,20,Bakery
T00125,C1038,2025-10-31,Milk,1,25,Dairy
T00125,C1038,2025-10-31,Butter,2,55,Dairy
T00125,C1038,2025-10-31,Curd,3,30,Dairy
T00126,C1038,2025-09-17,Chocolate,2,50,Snacks
T00126,C1038,2025-09-17,Juice,1,40,Beverages
T00126,C1038,2025-09-17,Chips,1,20,Snacks
T00126,C1038,2025-09-17,Cheese,3,90,Dairy
T00126,C1038,2025-09-17,Tea,3,120,Beverages
T00127,C1038,2025-10-30,Chips,1,20,Snacks
T00127,C1038,2025-10-30,Juice,1,40,Beverages
T00127,C1038,2025-10-30,Chocolate,1,50,Snacks
T00127,C1038,2025-10-30,Milk,1,25,Dairy
T00127,C1038,2025-10-30,Butter,1,55,Dairy
T00128,C1038,2025-08-23,Bread,1,30,Bakery
T00128,C1038,2025-08-23,Butter,2,55,Dairy
T00129,C1038,2025-10-15,Tea,2,120,Beverages
T00129,C1038,2025-10-15,Sugar,1,45,Grocery
T00129,C1038,2025-10-15,Biscuits,1,25,Snacks
T00129,C1038,2025-10-15,Milk,2,25,Dairy
T00130,C1028,2025-11-29,Shampoo,2,130,Personal Care
T00130,C1028,2025-11-29,Soap,2,35,Personal Care
T00130,C1028,2025-11-29,Toothpaste,3,60,Personal Care
T00130,C1028,2025-11-29,Buns,1,20,Bakery
T00131,C1028,2025-06-23,Shampoo,1,130,Personal Care
T00131,C1028,2025-06-23,Soap,2,35,Personal Care
T00131,C1028,2025-06-23,Salt,1,20,Grocery
T00131,C1028,2025-06-23,Juice,3,40,Beverages
T00132,C1028,2025-07-27,Bread,3,30,Bakery
T00132,C1028,2025-07-27,Butter,3,55,Dairy
T00132,C1028,2025-07-27,Eggs,1,60,Poultry & Protein
T00132,C1028,2025-07-27,Tea,1,120,Beverages
T00133,C1028,2025-06-27,Coffee,1,180,Beverages
T00133,C1028,2025-06-27,Sugar,3,45,Grocery
T00133,C1028,2025-06-27,Biscuits,2,25,Snacks
